Proveedor,Marca,Group,Sub Grupo,Codigo Secundario,Codigo,Descripcion,Costo,Iva,PVP,% Rent,Unid.,Cant.,Und. X Cja,Cant. Emb.,Uni. Emb.,Total
N/D,GENERAL,GENERAL,GENERAL,32306331,32306331,AMORTIGUADOR CHEVROLET CORSA EVOLUTION 03-07 DELANTERO GAS RH ( GSP ),24.8261,15,45,81.26%,UNI,2,0,0,N/D,49.65
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0069,GP30133-Y,AMORTIGUADOR CHEVROLET CORSA EVOLUTION 1.8 03 DEL LH GAS ( CAFAP ),32.6696,15,54,65.29%,UNI,1,0,0,N/D,32.67
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0074,GP30134-Y,AMORTIGUADOR CHEVROLET CORSA EVOLUTION 1.8 03 DEL RH GAS ( COFAP ),32.6696,15,45,37.74%,UNI,1,0,0,N/D,32.67
N/D,GENERAL,GENERAL,GENERAL,206074,206074,AMORTIGUADOR CHEVROLET D-MAX 4X2 14 DEL LH/RH GAS ( G-CONTROL ),18.2609,15,35,91.67%,UNI,2,0,0,N/D,36.52
N/D,DM - JAPÓN,GENERAL,GENERAL,E35014,AM-P-02-006,AMORTIGUADOR CHEVROLET D-MAX 4X2 14- L/R POS GAS,7.59,15,25,186.42%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,8-97371-613-0,AM-P-02-004,AMORTIGUADOR CHEVROLET D-MAX 4X2/4X4 05 35X54.5X16 L/R POS GAS,9.05,15,25,140.21%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,8-97372-286-0,AM-D-02-006,AMORTIGUADOR CHEVROLET D-MAX 4X4 05- / MAZDA BT-50 26X38.5X12 L/R DEL GAS,9.05,15,35,236.3%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,206075,206075,AMORTIGUADOR CHEVROLET D-MAX 4X4 14 DEL LH/RH GAS ( G-CONTROL ),18.4522,15,45,143.87%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,8-97947-016-2,AM-P-02-005,AMORTIGUADOR CHEVROLET D-MAX 4X4 14- L/R POS GAS,8.9,15,25,144.26%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,8-97947-097-3,AM-D-02-007,AMORTIGUADOR CHEVROLET D-MAX RT-50 3.0 14- 4X4 L/R DEL GAS,10.5,15,40,231.26%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,U35011,AM-D-02-010,AMORTIGUADOR CHEVROLET D-MAX RT-50 3.0 14-4X2 L/R DEL GAS,10.5,15,35,189.86%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,U3776  / 341355-341410,RP-AM27,AMORTIGUADOR CHEVROLET D-MAX RT50 2.4/2.5 4X2 05- 13 GAS DEL LH/RH ( BM ),13.195,15,35,130.65%,UNI,4,0,0,N/D,52.78
AUTOEXPRESS,BM,GENERAL,GENERAL,8979470983,RP-AM20,AMORTIGUADOR CHEVROLET D-MAX RT50 3.0 4X2/4X4 14- GAS DEL LH/RH ( BM ),17.7,15,35,71.95%,UNI,5,0,0,N/D,88.5
N/D,GENERAL,GENERAL,GENERAL,104497,104497,AMORTIGUADOR CHEVROLET D-MAX RT50 4X4 16-18 O/O POST R/L ( G-CONTROL ),11.8783,15,28,135.72%,UNI,2,0,0,N/D,23.76
AUTOEXPRESS,BM,GENERAL,GENERAL,334195,RP-AM31,AMORTIGUADOR CHEVROLET GRAN VITARA 1.6/2.0/ 2. GAS DEL RH ( BM ),17.225,15,35,76.69%,UNI,1,0,0,N/D,17.23
AUTOEXPRESS,BM,GENERAL,GENERAL,334196,RP-AM30,AMORTIGUADOR CHEVROLET GRAN VITARA 1.6/2.0/ 2.5 GAS DEL LH ( BM ),17.22,15,35,76.69%,UNI,2,0,0,N/D,34.44
N/D,DM - JAPÓN,GENERAL,GENERAL,41602-65D00,AM-DL-02-009,AMORTIGUADOR CHEVROLET GRAND VITARA 99- L DEL GAS,14.15,15,35,115.09%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,41601-65D00,AM-DR-02-009,AMORTIGUADOR CHEVROLET GRAND VITARA 99- R DEL GAS,14.15,15,35,115.09%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,41700-65J00,AM-P-02-007,AMORTIGUADOR CHEVROLET GRAND VITARA SZ 07- L/R POS GAS,9.48,15,20,83.45%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0133,03-005-08-0133,AMORTIGUADOR CHEVROLET GRAND VITARA SZ 07- POS 34X53X12 O-O OIL (E20021) ( RECORD ),11.2,15,25,123.21%,UNI,2,0,0,N/D,22.4
AUTOEXPRESS,BM,GENERAL,GENERAL,RP-AM111,RP-AM111,AMORTIGUADOR CHEVROLET GRAND VITARA SZ 08- DEL LH GAS ( BM ),20.8,15,40,67.22%,UNI,2,0,0,N/D,41.6
AUTOEXPRESS,BM,GENERAL,GENERAL,RP-AM112,RP-AM112,AMORTIGUADOR CHEVROLET GRAND VITARA SZ 08- DEL RH GAS ( BM ),20.8,15,45,88.13%,UNI,2,0,0,N/D,41.6
N/D,DM - JAPÓN,GENERAL,GENERAL,41602-64J00,AM-DL-02-008,AMORTIGUADOR CHEVROLET GRAND VITARA SZ 08- L DEL GAS,17.07,15,40,103.76%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,41601-64J00,AM-DR-02-008,AMORTIGUADOR CHEVROLET GRAND VITARA SZ 08- R DEL GAS,17.07,15,40,103.76%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,23580386,03-005-08-0446,AMORTIGUADOR CHEVROLET GROOVE 20- DEL L/R GAS,30,15,45,30.43%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,98554423,RP-AM144,AMORTIGUADOR CHEVROLET JOY 22- DEL LH GAS ( BM ),18.845,15,40,84.57%,UNI,1,0,0,N/D,18.85
AUTOEXPRESS,BM,GENERAL,GENERAL,98554420,RP-AM143,AMORTIGUADOR CHEVROLET JOY 22- DEL RH GAS ( BM ),18.845,15,40,84.57%,UNI,1,0,0,N/D,18.85
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0136,03-005-08-0136,AMORTIGUADOR CHEVROLET LUV 2.2/2.3 DEL LH/RH OIL IBUKI,14.71,15,30,77.34%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0137,03-005-08-0137,AMORTIGUADOR CHEVROLET LUV 2.2/2.3 MITS.L200 4X4 POS (1094-68.24) 35X56X16 O-O OIL ( IBUKI ),13.5913,15,20,47.15%,UNI,2,0,0,N/D,27.18
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0343,03-005-08-0343,AMORTIGUADOR CHEVROLET LUV D-MAX 4X2 05 - POS R/L GAS,12.28,15,18,46.58%,UNI,2,0,0,N/D,24.56
N/D,DM - JAPÓN,GENERAL,GENERAL,8-97236-299-0,AM-D-02-005,AMORTIGUADOR CHEVROLET LUV D-MAX 4X2 05- PLATO L/R DEL GAS,10.5,15,35,189.86%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0169,03-005-08-0169,AMORTIGUADOR CHEVROLET N300 VAN DEL LH OIL ( IBUKI ),23.5043,15,35,48.91%,UNI,1,0,0,N/D,23.5
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0170,03-005-08-0170,AMORTIGUADOR CHEVROLET N300 VAN DEL RH OIL ( IBUKI ),23.5043,15,45,91.45%,UNI,1,0,0,N/D,23.5
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0171,03-005-08-0171,AMORTIGUADOR CHEVROLET N300 VAN POS GAS ( IBUKI ),11.7217,15,25,113.28%,UNI,2,0,0,N/D,23.44
AUTOEXPRESS,BM,GENERAL,GENERAL,95077491,RP-AM145,AMORTIGUADOR CHEVROLET ONIX 19 / JOY 22- POS L/R GAS ( BM ),12.025,15,28,102.48%,UNI,4,0,0,N/D,48.1
N/D,GENERAL,GENERAL,GENERAL,32315742,03-005-08-0432,AMORTIGUADOR CHEVROLET OPTRA 05 13 L POS GAS ( GSP ),21.7391,15,40,84%,UNI,1,0,0,N/D,21.74
N/D,GENERAL,GENERAL,GENERAL,32315741,03-005-08-0433.,AMORTIGUADOR CHEVROLET OPTRA 05 13 R POS GAS ( GSP ),21.2696,15,40,88.06%,UNI,1,0,0,N/D,21.27
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0189,03-005-08-0189,AMORTIGUADOR CHEVROLET OPTRA 05 DEL GAS LH ( RECORD ),22.5304,15,45,99.73%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0190,03-005-08-0190,AMORTIGUADOR CHEVROLET OPTRA 05 DEL GAS RH ( RECORD ),22.5304,15,45,99.73%,UNI,1,0,0,N/D,22.53
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0191,03-005-08-0191,AMORTIGUADOR CHEVROLET OPTRA 05- POS GAS LH ( RECORD ),22.6609,15,35,54.45%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0192,03-005-08-0192,AMORTIGUADOR CHEVROLET OPTRA 05- POS GAS RH ( RECORD ),22.6609,15,35,54.45%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,KAS-333420,KAS-333420,AMORTIGUADOR CHEVROLET OPTRA 05- POS LH GAS ( KASHIMA ),23.2783,15,35,50.35%,UNI,1,0,0,N/D,23.28
N/D,GENERAL,GENERAL,GENERAL,KAS-333419,KAS-333419,AMORTIGUADOR CHEVROLET OPTRA 05- POS RH GAS ( KASHIMA ),23.2957,15,35,50.24%,UNI,1,0,0,N/D,23.3
N/D,GENERAL,GENERAL,GENERAL,32306102,32306102,AMORTIGUADOR CHEVROLET OPTRA 05-13 DELANTERO GAS LH ( GSP ),35.7478,15,45,25.88%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,32306101,32306101,AMORTIGUADOR CHEVROLET OPTRA 05-13 DELANTERO GAS RH ( GSP ),35.7478,15,45,25.88%,UNI,1,0,0,N/D,35.75
N/D,DM - JAPÓN,GENERAL,GENERAL,96407819,AM-DL-02-004,AMORTIGUADOR CHEVROLET OPTRA 05-13 L DEL GAS,15.03,15,45,160.35%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,96407821,AM-PL-02-003,AMORTIGUADOR CHEVROLET OPTRA 05-13 L POS GAS,14.74,15,30,76.98%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,96407821,96407821,AMORTIGUADOR CHEVROLET OPTRA 05-13 POS L GAS,33,15,44.15,33.79%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,96407822,96407822,AMORTIGUADOR CHEVROLET OPTRA 05-13 POS R GAS,33,15,44.15,33.79%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,96407820,AM-DR-02-004,AMORTIGUADOR CHEVROLET OPTRA 05-13 R DEL GAS,15.03,15,45,160.35%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,96407822,AM-PR-02-003,AMORTIGUADOR CHEVROLET OPTRA 05-13 R POS GAS,14.74,15,30,76.98%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0875,03-005-08-0875,AMORTIGUADOR CHEVROLET SAIL 1.5 18 POS LH/RH,18,15,45,150%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,90904862,RP-AM36,AMORTIGUADOR CHEVROLET SAIL 1.5 18- DEL GAS LH ( BM ),18.09,15,35,68.24%,UNI,2,0,0,N/D,36.18
AUTOEXPRESS,BM,GENERAL,GENERAL,90904863,RP-AM37,AMORTIGUADOR CHEVROLET SAIL 1.5 18- DEL GAS RH ( BM ),18.09,15,35,68.24%,UNI,2,0,0,N/D,36.18
N/D,DM - JAPÓN,GENERAL,GENERAL,90904862,AM-DL-02-003,AMORTIGUADOR CHEVROLET SAIL 1.5 18- L DEL GAS,14.47,15,35,110.33%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,90873217,AM-P-02-002,AMORTIGUADOR CHEVROLET SAIL 1.5 18- L/R POS GAS,9.63,15,20,80.6%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,90904863,AM-DR-02-003,AMORTIGUADOR CHEVROLET SAIL 1.5 18- R DEL GAS,14.47,15,35,110.33%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,22.152.007.124,22.152.007.124,AMORTIGUADOR CHEVROLET SAIL 1.5 18/- DEL GAS LH ( BESUTO ),28.9217,15,45,55.59%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,C-K20CHV0515-FL,C-K20CHV0515-FL,AMORTIGUADOR CHEVROLET SAIL 1.5 18/- DEL GAS LH ( YOKOMITSU ),27.8261,15,45,61.72%,UNI,1,0,0,N/D,27.83
N/D,GENERAL,GENERAL,GENERAL,90904863,2000.53,AMORTIGUADOR CHEVROLET SAIL 1.5 18/- DEL GAS RH ( KENZU ),28.9217,15,45,55.59%,UNI,1,0,0,N/D,28.92
N/D,GENERAL,GENERAL,GENERAL,2000.52,11698,AMORTIGUADOR CHEVROLET SAIL 1.5 18/- DEL GAS RH ( YARRAK SPA ),28.9217,15,35,21.02%,UNI,2,0,0,N/D,57.84
N/D,RECORD,GENERAL,GENERAL,03-005-08-0474,03-005-08-0474,AMORTIGUADOR CHEVROLET SAIL 18 DEL GAS LH  ( RECORD ),25,15,32.5,30%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0475,03-005-08-0475,AMORTIGUADOR CHEVROLET SAIL 18 DEL GAS RH RECORD,25,15,32.5,30%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,22.152.007.125,22.152.007.125,AMORTIGUADOR CHEVROLET SAIL 18 POS LH/RH 38X63X12 O-I GAS ( BESUTO ),14.7043,15,22,49.62%,UNI,4,0,0,N/D,58.82
N/D,BM,GENERAL,GENERAL,90873217,90873217,AMORTIGUADOR CHEVROLET SAIL 18 POS LH/RH 38X63X12 O-I GAS ( BM ),14.7043,15,22,49.62%,UNI,6,0,0,N/D,88.23
N/D,GENERAL,GENERAL,GENERAL,90873218,90873218,AMORTIGUADOR CHEVROLET SAIL 18 POS LH/RH O-I GAS ( CO-PARTS ),14.7043,15,22,49.62%,UNI,2,0,0,N/D,29.41
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0225,03-005-08-0225,AMORTIGUADOR CHEVROLET SPARK 02 05 DEL LH GAS ( IBUKI ),23.4609,15,40,70.5%,UNI,1,0,0,N/D,23.46
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0226,03-005-08-0226,AMORTIGUADOR CHEVROLET SPARK 02 05 DEL RH GAS ( IBUKI ),25.2087,15,40,58.68%,UNI,1,0,0,N/D,25.21
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0227,96316781,AMORTIGUADOR CHEVROLET SPARK 02 05 POS O-O OIL,12.174,15,18,47.86%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,AM234,AM234,AMORTIGUADOR CHEVROLET SPARK 06 10 DEL GAS RH ( DLB ),22.1826,15,30,35.24%,UNI,1,0,0,N/D,22.18
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0233,03-005-08-0233,AMORTIGUADOR CHEVROLET SPARK 06 10 DEL GAS RH ( RECORD ),21.3913,15,30,40.24%,UNI,1,0,0,N/D,21.39
N/D,GENERAL,GENERAL,GENERAL,1006.4,96424025,AMORTIGUADOR CHEVROLET SPARK 06-10 DEL GAS LH ( GM ),30.5304,15,40,31.02%,UNI,3,0,0,N/D,91.59
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0232,03-005-08-0232,AMORTIGUADOR CHEVROLET SPARK 06-10 DEL GAS LH ( RECORD ),21.3913,15,30,40.24%,UNI,2,0,0,N/D,42.78
N/D,GENERAL,GENERAL,GENERAL,1006.4,96424026,AMORTIGUADOR CHEVROLET SPARK 06-10 DEL GAS RH ( GM ),30.5304,15,40,31.02%,UNI,3,0,0,N/D,91.59
N/D,GENERAL,GENERAL,GENERAL,95032447,95032447,AMORTIGUADOR CHEVROLET SPARK GT 12 BEAT 19 DEL LH ( GM ),22.5217,15,35,55.41%,UNI,1,0,0,N/D,22.52
N/D,GENERAL,GENERAL,GENERAL,22.152.007.122,22.152.007.122,AMORTIGUADOR CHEVROLET SPARK GT 12 BEAT 19 POS 36.5X56.5X10 O-I GAS ( BESUTO ),13.4174,15,25,86.33%,UNI,2,0,0,N/D,26.83
N/D,GENERAL,GENERAL,GENERAL,95026519,1006.8,AMORTIGUADOR CHEVROLET SPARK GT 12 BEAT 19 POS 36.5X56.5X10 O-I GAS ( GM ),18.7478,15,28,49.35%,UNI,2,0,0,N/D,37.5
N/D,DM - JAPÓN,GENERAL,GENERAL,95032447,AM-DL-02-002,AMORTIGUADOR CHEVROLET SPARK GT 12- / BEAT 19-  L DEL GAS,14.59,15,35,108.6%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,95032448,AM-DR-02-002,AMORTIGUADOR CHEVROLET SPARK GT 12- / BEAT 19-  R DEL GAS,14.59,15,35,108.6%,UNI,0,0,0,N/D,0
N/D,DM - JAPÓN,GENERAL,GENERAL,95026519,AM-P-02-001,AMORTIGUADOR CHEVROLET SPARK GT 12- / BEAT 19- L/R POS GAS,7.73,15,20,124.98%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,22.152.007.120,22.152.007.120,AMORTIGUADOR CHEVROLET SPARK GT 12- BEAT 19- DEL LH ( BESUTO ),22.5217,15,38,68.73%,UNI,2,0,0,N/D,45.04
N/D,GENERAL,GENERAL,GENERAL,22.152.007.121,22.152.007.121,AMORTIGUADOR CHEVROLET SPARK GT 12- BEAT 19- DEL RH ( BESUTO ),22.5217,15,38,68.73%,UNI,2,0,0,N/D,45.04
AUTOEXPRESS,BM,GENERAL,GENERAL,96424401,RP-AM47,AMORTIGUADOR CHEVROLET SPARK LIFE 17- GAS DEL LH ( BM ),19.8733,15,30,50.96%,UNI,3,0,0,N/D,59.62
AUTOEXPRESS,BM,GENERAL,GENERAL,96424402,RP-AM48,AMORTIGUADOR CHEVROLET SPARK LIFE 17- GAS DEL RH ( BM ),19.8733,15,30,50.96%,UNI,3,0,0,N/D,59.62
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0243,03-005-08-0243,AMORTIGUADOR CHEVROLET STEEM 95 DEL LH OIL ( IBUKI ),22.7739,15,35,53.68%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0245,03-005-08-0245,AMORTIGUADOR CHEVROLET STEEM 95- DEL RH OIL ( IBUKI ),22.7739,15,35,53.68%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,KAS-332051,KAS-332051,AMORTIGUADOR CHEVROLET SWIFT 91- FORSA II POS R/L GAS ( KASHIMA ),16.087,15,25,55.4%,UNI,2,0,0,N/D,32.17
N/D,GENERAL,GENERAL,GENERAL,42707035,203137,AMORTIGUADOR CHEVROLET TRACKER 13-19 DEL LH ( G-CONTROL ),28.2522,15,45,59.28%,UNI,1,0,0,N/D,28.25
N/D,GENERAL,GENERAL,GENERAL,42417189,203138,AMORTIGUADOR CHEVROLET TRACKER 13-19 DEL RH ( G-CONTROL ),28.2522,15,45,59.28%,UNI,1,0,0,N/D,28.25
N/D,GENERAL,GENERAL,GENERAL,7111571201/2,7111571201/2,AMORTIGUADOR CHEVROLET VITARA DEL. R/L,21.4286,15,35.94,67.71%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7111571303,7111571303,AMORTIGUADOR CHEVROLET VITARA POS 99-12 R/L ( YOKOMITSU ),12.9464,15,25,93.1%,UNI,2,0,0,N/D,25.89
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0080,03-005-08-0080,AMORTIGUADOR COMPUERTA CHEVROLET CORSA WIND 545X293 (320 N) ( IBUKI ),6.64286,15,17,122.53%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,281CV13E000,281CV13E000,AMORTIGUADOR COMPUERTA CHEVROLET GRAND VITARA GLX 24- LH/RH ( YOSAI ),4.68,15,18,284.62%,UNI,2,0,0,N/D,9.36
N/D,IBUKI,GENERAL,GENERAL,03-005-08-0460,03-005-08-0460,AMORTIGUADOR COMPUERTA CHEVROLET LH/RH ( IBUKI ),10.4348,15,15,43.75%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,281CV20B000,281CV20B000,AMORTIGUADOR COMPUERTA CHEVROLET N300 11- 15 LH/RH ( YOSAI ),3.995,15,16,300.5%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0362,03-005-08-0362,AMORTIGUADOR COMPUERTA CHEVROLET N300 12 - R/L,15.1785,15,17.97,18.38%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,281CV09A000,281CV09A000,AMORTIGUADOR COMPUERTA CHEVROLET SPARK 06- 10 LH/RH ( YOSAI ),3.725,15,16,329.53%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,281CV09D000,281CV09D000,AMORTIGUADOR COMPUERTA CHEVROLET SPARK GT 12- LH/RH ( YOSAI ),3.58,15,17,374.86%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,8185161A00,03-005-08-0654,AMORTIGUADOR COMPUERTA CHEVROLET VITARA 96- 585X290 (120N) ( IBUKI ),9.57,15,18,63.55%,UNI,2,0,0,N/D,19.14
N/D,YOSAI,GENERAL,GENERAL,281HN03B000,281HN03B000,AMORTIGUADOR COMPUERTA HYUNDAI GETZ 06- 12 LH/RH ( YOSAI ),3.58,15,16,346.93%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,81780-4A140,03-005-19-0022,AMORTIGUADOR COMPUERTA HYUNDAI H1 05- 07 LH ( PMC ),14.02,15,25,55.06%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,81790-4A140,03-005-19-0023,AMORTIGUADOR COMPUERTA HYUNDAI H1 05- 07 RH ( PMC ),14.02,15,25,55.06%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7134141102,7134141102,AMORTIGUADOR COMPUERTA HYUNDAI H1 08- 17 LH GAS ( YOKOMITSU ),4.5717,15,18,293.73%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7134141101,7134141101,AMORTIGUADOR COMPUERTA HYUNDAI H1 08- 17 RH GAS ( YOKOMITSU ),4.5717,15,18,293.73%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,281HN04A000,281HN04A000,AMORTIGUADOR COMPUERTA HYUNDAI I10 07- 16 LH/RH ( YOSAI ),3.58,15,17.5,388.83%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0903,03-005-19-0903,AMORTIGUADOR COMPUERTA HYUNDAI I10 08-14 L/R,16.0714,15,18,12%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,81770-17031,81770-17031,AMORTIGUADOR COMPUERTA HYUNDAI MATRIX 01-07 L/R,8.9286,15,17.5,96%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,281HN13A000,281HN13A000,AMORTIGUADOR COMPUERTA HYUNDAI MATRIX 02- 07 LH/RH ( YOSAI ),3.86,15,17.5,353.37%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0041,03-005-19-0041,AMORTIGUADOR COMPUERTA HYUNDAI TERRACAN 04-07 LH,8.9286,15,22.5,152%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-19-0042,03-005-19-0042,AMORTIGUADOR COMPUERTA HYUNDAI TERRACAN 04-07 RH,8.9286,15,22.5,152%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,281HN09A000,281HN09A000,AMORTIGUADOR COMPUERTA HYUNDAI TUCSON 04- 09 LH/RH ( YOSAI ),3.17,15,16,404.73%,UNI,0,0,0,N/D,0
N/D,YOSAI,GENERAL,GENERAL,281HN09B000,281HN09B000,AMORTIGUADOR COMPUERTA HYUNDAI TUCSON 11- 15 LH/RH ( YOSAI ),3.58,15,17.5,388.83%,UNI,2,0,0,N/D,7.16
N/D,GENERAL,GENERAL,GENERAL,7134601102,7134601102,AMORTIGUADOR COMPUERTA HYUNDAI TUCSON IX 11- / SPORTAGE LH GAS ( YOKOMITSU ),4.257,15,18,322.83%,UNI,1,0,0,N/D,4.26
N/D,GENERAL,GENERAL,GENERAL,7134601101,7134601101,AMORTIGUADOR COMPUERTA HYUNDAI TUCSON IX 11- / SPORTAGE RH GAS ( YOKOMITSU ),4.257,15,18,322.83%,UNI,1,0,0,N/D,4.26
N/D,GENERAL,GENERAL,GENERAL,81771-D3000,03-005-19-0907,AMORTIGUADOR COMPUERTA HYUNDAI TUCSON TL 16- LH/RH  ( PMC ),7.53,15,19,119.41%,UNI,2,0,0,N/D,15.06
N/D,GENERAL,GENERAL,GENERAL,81770-2F210,03-005-22-0572,AMORTIGUADOR COMPUERTA KIA CERATO 04- 09 ACCENT 5P 12- 19 LH/RH ( PMC ),7.03,15,17.5,116.46%,UNI,2,0,0,N/D,14.06
N/D,GENERAL,GENERAL,GENERAL,81781-G5000,03-005-22-0605,AMORTIGUADOR COMPUERTA KIA NIRO 17- LH/RH ( PMC ),7.49,15,18,108.97%,UNI,2,0,0,N/D,14.98
N/D,YOSAI,GENERAL,GENERAL,281KA02B000,281KA02B000,AMORTIGUADOR COMPUERTA KIA PICANTO 04- 11 LH/RH ( YOSAI ),3.58,15,16,346.93%,UNI,0,0,0,N/D,0
N/D,YOKOMITSU,GENERAL,GENERAL,7136401122,7136401122,AMORTIGUADOR COMPUERTA KIA PICANTO R 12- 16 LH GAS ( YOKOMITSU ),4.7191,15,18,281.43%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,YOSAI,GENERAL,GENERAL,281KA02C000,281KA02C000,AMORTIGUADOR COMPUERTA KIA PICANTO R 12- 16 LH/RH ( YOSAI ),3.445,15,17,393.47%,UNI,6,0,0,N/D,20.67
N/D,YOKOMITSU,GENERAL,GENERAL,7136401121,7136401121,AMORTIGUADOR COMPUERTA KIA PICANTO R 12- 16 RH GAS ( YOKOMITSU ),4.7191,15,18,281.43%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0606,03-005-22-0606,AMORTIGUADOR COMPUERTA KIA PICANTO R 17- LH,11.7857,15,30,154.55%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,MD099,MD099,AMORTIGUADOR COMPUERTA KIA SELTOS,4.9107,15,14.38,192.73%,UNI,0,0,0,N/D,0
N/D,IBUKI,GENERAL,GENERAL,03-005-22-004,03-005-22-004,AMORTIGUADOR COMPUERTA KIA SPORTAGE ACTIVE 05 565X315 (550N) IBUKI,6.3839,15,18,181.96%,UNI,0,0,0,N/D,0
